tconst	başlıkTipi	öncelikliBaşlık	orjinalBaşlık	yetişkinFilmiMi	başlangıçYılı	bitişYılı	süre	tür	başlıkId	sıralama	başlık	ülke	dil	tip	özellikler	orjinalBaşlıkMı
tt3182880	tvEpisode	Blade Runners	Blade Runners	0	2014	\N	42	Drama,Fantasy,Horror	tt3182880	1	Blade Runners	US	\N	\N	\N	0
tt3182884	tvEpisode	Alex Annie Alexis Ann	Alex Annie Alexis Ann	0	2014	\N	42	Drama,Fantasy,Horror	tt3182884	1	Alex Annie Alexis Ann	US	\N	\N	\N	0
tt3182886	tvEpisode	Meta Fiction	Meta Fiction	0	2014	\N	42	Drama,Fantasy,Horror	tt3182886	1	Meta Fiction	US	\N	\N	\N	0
tt3182890	tvEpisode	King of the Damned	King of the Damned	0	2014	\N	42	Drama,Fantasy,Horror	tt3182890	1	King of the Damned	US	\N	\N	\N	0
tt3182892	tvEpisode	Bloodlines	Bloodlines	0	2014	\N	42	Drama,Fantasy,Horror	tt3182892	1	Bloodlines	US	\N	\N	\N	0
tt3182894	tvEpisode	Do You Believe in Miracles	Do You Believe in Miracles	0	2014	\N	42	Drama,Fantasy,Horror	tt3182894	1	Do You Believe in Miracles	US	\N	\N	\N	0
tt3182896	tvEpisode	Stairway to Heaven	Stairway to Heaven	0	2014	\N	42	Drama,Fantasy,Horror	tt3182896	1	Stairway to Heaven	US	\N	\N	\N	0
tt3188842	tvEpisode	Dance Back from the Grave	Dance Back from the Grave	0	2014	\N	42	Drama,Fantasy,Horror	tt3188842	1	Dance Back from the Grave	US	\N	\N	\N	0
tt3188846	tvEpisode	Crescent City	Crescent City	0	2014	\N	42	Drama,Fantasy,Horror	tt3188846	1	Crescent City	US	\N	\N	\N	0
tt3210444	short	Go North	Go North	0	2014	\N	22	Drama,Fantasy,Horror	tt3210444	1	Go North	US	\N	\N	\N	0
tt3230780	tvSeries	The Returned	The Returned	0	2015	2015	42	Drama,Fantasy,Horror	tt3230780	1	The Returned	US	\N	\N	\N	0
tt3230780	tvSeries	The Returned	The Returned	0	2015	2015	42	Drama,Fantasy,Horror	tt3230780	2	The Returned	\N	\N	original	\N	1
tt3230780	tvSeries	The Returned	The Returned	0	2015	2015	42	Drama,Fantasy,Horror	tt3230780	3	Возвращённые	RU	\N	\N	\N	0
tt3230780	tvSeries	The Returned	The Returned	0	2015	2015	42	Drama,Fantasy,Horror	tt3230780	4	They Came Back	US	\N	working	\N	0
tt3230780	tvSeries	The Returned	The Returned	0	2015	2015	42	Drama,Fantasy,Horror	tt3230780	5	Znovuzrozeni	CZ	\N	\N	\N	0
tt3230780	tvSeries	The Returned	The Returned	0	2015	2015	42	Drama,Fantasy,Horror	tt3230780	6	Znovuzrodení	SK	\N	\N	\N	0
tt3230780	tvSeries	The Returned	The Returned	0	2015	2015	42	Drama,Fantasy,Horror	tt3230780	7	The Returned	AU	\N	imdbDisplay	\N	0
tt3231786	tvEpisode	Red Menace	Red Menace	0	2014	\N	60	Drama,Fantasy,Horror	tt3231786	1	Red Menace	US	\N	\N	\N	0
tt3231788	tvEpisode	Eyes of the Beholder	Eyes of the Beholder	0	2014	\N	60	Drama,Fantasy,Horror	tt3231788	1	Eyes of the Beholder	US	\N	\N	\N	0
tt3244044	tvEpisode	500 Years of Solitude	500 Years of Solitude	0	2014	\N	42	Drama,Fantasy,Horror	tt3244044	1	500 Years of Solitude	US	\N	\N	\N	0
tt3244046	tvEpisode	The Devil Inside	The Devil Inside	0	2014	\N	43	Drama,Fantasy,Horror	tt3244046	1	The Devil Inside	US	\N	\N	\N	0
tt3244052	tvEpisode	Total Eclipse of the Heart	Total Eclipse of the Heart	0	2014	\N	43	Drama,Fantasy,Horror	tt3244052	1	Total Eclipse of the Heart	US	\N	\N	\N	0
tt3244060	tvEpisode	No Exit	No Exit	0	2014	\N	43	Drama,Fantasy,Horror	tt3244060	1	No Exit	US	\N	\N	\N	0
tt3244066	tvEpisode	Gone Girl	Gone Girl	0	2014	\N	42	Drama,Fantasy,Horror	tt3244066	1	Gone Girl	US	\N	\N	\N	0
tt3244068	tvEpisode	While You Were Sleeping	While You Were Sleeping	0	2014	\N	42	Drama,Fantasy,Horror	tt3244068	1	While You Were Sleeping	US	\N	\N	\N	0
tt3244072	tvEpisode	Rescue Me	Rescue Me	0	2014	\N	41	Drama,Fantasy,Horror	tt3244072	1	Rescue Me	US	\N	\N	\N	0
tt3244074	tvEpisode	Resident Evil	Resident Evil	0	2014	\N	43	Drama,Fantasy,Horror	tt3244074	1	Resident Evil	US	\N	\N	\N	0
tt3244076	tvEpisode	Man on Fire	Man on Fire	0	2014	\N	42	Drama,Fantasy,Horror	tt3244076	1	Man on Fire	US	\N	\N	\N	0
tt3244078	tvEpisode	What Lies Beneath	What Lies Beneath	0	2014	\N	42	Drama,Fantasy,Horror	tt3244078	1	What Lies Beneath	US	\N	\N	\N	0
tt3244080	tvEpisode	Promised Land	Promised Land	0	2014	\N	41	Drama,Fantasy,Horror	tt3244080	1	Promised Land	US	\N	\N	\N	0
tt3244082	tvEpisode	Home	Home	0	2014	\N	42	Drama,Fantasy,Horror	tt3244082	1	Home	US	\N	\N	\N	0
tt3257116	short	We Don't Play Nice	We Don't Play Nice	0	2016	\N	11	Drama,Fantasy,Horror	tt3257116	1	We Don't Play Nice	US	\N	\N	\N	0
tt3259202	tvEpisode	Long Way Back from Hell	Long Way Back from Hell	0	2014	\N	42	Drama,Fantasy,Horror	tt3259202	1	Long Way Back from Hell	US	\N	\N	\N	0
tt3259210	tvEpisode	Farewell to Storyville	Farewell to Storyville	0	2014	\N	42	Drama,Fantasy,Horror	tt3259210	1	Farewell to Storyville	US	\N	\N	\N	0
tt3268336	tvEpisode	The Vow	The Vow	0	2014	\N	51	Drama,Fantasy,Horror	tt3268336	1	The Vow	US	\N	\N	\N	0
tt3271072	short	The Dark Walk Backward	The Dark Walk Backward	0	2014	\N	13	Drama,Fantasy,Horror	tt3271072	1	The Dark Walk Backward	US	\N	\N	\N	0
tt3276090	short	Selkie	Selkie	0	2014	\N	14	Drama,Fantasy,Horror	tt3276090	1	Selkie	GB	\N	\N	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	10	Страшные сказки	RU	\N	\N	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	11	Priča nad pričama	RS	\N	\N	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	12	El cuento de los cuentos	ES	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	13	O Conto dos Contos	BR	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	14	Tale of tales	FI	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	15	Itsuka monogatari	JP	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	16	Pentameron	PL	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	17	Il racconto dei racconti - Tale of Tales	\N	\N	original	\N	1
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	18	O Conto dos Contos	PT	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	19	Tale of Tales	FR	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	1	Казка казок	UA	\N	\N	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	20	Приказка на приказките	BG	bg	\N	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	21	Tale of Tales	XWW	en	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	22	Das Märchen der Märchen	AT	\N	alternative	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	23	Tale of Tales	SE	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	24	Tale of tales, Le conte des contes	FR	\N	\N	long title	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	25	Tale of Tales	US	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	26	Tale of Tales	DK	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	27	Tarujen taru	FI	\N	tv	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	28	Pohádka pohádek	CZ	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	29	Das Märchen der Märchen	DE	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	2	Il racconto dei racconti - Tale of Tales	IT	\N	\N	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	30	Tale of Tales	NO	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	3	Lugude lugu	EE	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	4	Pasaku pasaka	LT	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	5	Masalların Masalı	TR	tr	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	6	Το παραμύθι των παραμυθιών	GR	\N	\N	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	7	Szörnyek és szerelmek	HU	\N	imdbDisplay	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	8	Il racconto dei racconti	\N	\N	\N	\N	0
tt3278330	movie	Tale of Tales	Il racconto dei racconti - Tale of Tales	0	2015	\N	134	Drama,Fantasy,Horror	tt3278330	9	Tale of tales	FI	sv	imdbDisplay	\N	0
tt3281102	tvEpisode	The Good Soldier	The Good Soldier	0	2014	\N	60	Drama,Fantasy,Horror	tt3281102	1	The Good Soldier	US	\N	\N	\N	0
tt3299896	short	Monster in a House	Monster in a House	0	2014	\N	14	Drama,Fantasy,Horror	tt3299896	1	Monster in a House	US	\N	\N	\N	0
tt3299896	short	Monster in a House	Monster in a House	0	2014	\N	14	Drama,Fantasy,Horror	tt3299896	2	Monster in a House	\N	\N	original	\N	1
tt3307900	short	Rawhead and Bloodybones	Rawhead and Bloodybones	0	2014	\N	14	Drama,Fantasy,Horror	tt3307900	1	Rawhead and Bloodybones	US	\N	\N	\N	0
tt3329322	tvEpisode	Moon Over Bourbon Street	Moon Over Bourbon Street	0	2014	\N	42	Drama,Fantasy,Horror	tt3329322	1	Moon Over Bourbon Street	US	\N	\N	\N	0
tt3329324	tvEpisode	The Big Uneasy	The Big Uneasy	0	2014	\N	42	Drama,Fantasy,Horror	tt3329324	1	The Big Uneasy	US	\N	\N	\N	0
tt3329328	tvEpisode	A Closer Walk with Thee	A Closer Walk with Thee	0	2014	\N	42	Drama,Fantasy,Horror	tt3329328	1	A Closer Walk with Thee	US	\N	\N	\N	0
tt3329330	tvEpisode	An Unblinking Death	An Unblinking Death	0	2014	\N	42	Drama,Fantasy,Horror	tt3329330	1	An Unblinking Death	US	\N	\N	\N	0
tt3329332	tvEpisode	The Battle of New Orleans	The Battle of New Orleans	0	2014	\N	42	Drama,Fantasy,Horror	tt3329332	1	The Battle of New Orleans	US	\N	\N	\N	0
tt3329334	tvEpisode	From a Cradle to a Grave	From a Cradle to a Grave	0	2014	\N	42	Drama,Fantasy,Horror	tt3329334	1	From a Cradle to a Grave	US	\N	\N	\N	0
tt3344274	short	L'Homme nodosité	L'Homme nodosité	0	2015	\N	11	Drama,Fantasy,Horror	tt3344274	1	L'Homme nodosité	TR	\N	\N	\N	0
tt3348576	movie	Familiens ære	Familiens ære	0	2015	\N	\N	Drama,Fantasy,Horror	tt3348576	1	Familiens ære	DK	\N	\N	\N	0
tt3349540	movie	Serpent's Lullaby	Serpent's Lullaby	0	2014	\N	13	Drama,Fantasy,Horror	tt3349540	1	Canción de cuna de la serpiente	MX	\N	festival	\N	0
tt3349540	movie	Serpent's Lullaby	Serpent's Lullaby	0	2014	\N	13	Drama,Fantasy,Horror	tt3349540	2	Serpent's Lullaby	\N	\N	original	\N	1
tt3349540	movie	Serpent's Lullaby	Serpent's Lullaby	0	2014	\N	13	Drama,Fantasy,Horror	tt3349540	3	Lullaby of Snake Charmer	JP	\N	\N	literal English title	0
tt3349540	movie	Serpent's Lullaby	Serpent's Lullaby	0	2014	\N	13	Drama,Fantasy,Horror	tt3349540	4	El arrullo de la serpiente	MX	\N	festival	\N	0
tt3349540	movie	Serpent's Lullaby	Serpent's Lullaby	0	2014	\N	13	Drama,Fantasy,Horror	tt3349540	5	Serpent's Lullaby	CA	\N	\N	\N	0
tt3349540	movie	Serpent's Lullaby	Serpent's Lullaby	0	2014	\N	13	Drama,Fantasy,Horror	tt3349540	6	M Is for Medusa	CA	en	\N	original script title	0
tt3350394	short	Lord of Chaos	Lord of Chaos	0	2014	\N	10	Drama,Fantasy,Horror	tt3350394	1	Lord of Chaos	CA	\N	\N	\N	0
tt3369156	short	The Night Is Ours	The Night Is Ours	0	2014	\N	15	Drama,Fantasy,Horror	tt3369156	1	The Night Is Ours	US	\N	\N	\N	0
tt3369156	short	The Night Is Ours	The Night Is Ours	0	2014	\N	15	Drama,Fantasy,Horror	tt3369156	2	The Night Is Ours	\N	\N	original	\N	1
tt3369156	short	The Night Is Ours	The Night Is Ours	0	2014	\N	15	Drama,Fantasy,Horror	tt3369156	3	I Want to Believe	\N	\N	working	\N	0
tt3390338	short	Nothing Like the Sun	Nothing Like the Sun	0	2014	\N	19	Drama,Fantasy,Horror	tt3390338	1	Nothing Like the Sun	US	\N	\N	\N	0
tt3394588	short	T-Junction	T-Junction	0	2014	\N	\N	Drama,Fantasy,Horror	tt3394588	1	T-Junction	ZA	\N	\N	\N	0
tt3398436	movie	German Angst	German Angst	0	2015	\N	112	Drama,Fantasy,Horror	tt3398436	1	German Angst	DE	\N	\N	\N	0
tt3398436	movie	German Angst	German Angst	0	2015	\N	112	Drama,Fantasy,Horror	tt3398436	2	Spaime nemtesti	RO	\N	imdbDisplay	\N	0
tt3398436	movie	German Angst	German Angst	0	2015	\N	112	Drama,Fantasy,Horror	tt3398436	3	Nemaćki bes	RS	\N	\N	\N	0
tt3398436	movie	German Angst	German Angst	0	2015	\N	112	Drama,Fantasy,Horror	tt3398436	4	German Angst	\N	\N	original	\N	1
tt3398436	movie	German Angst	German Angst	0	2015	\N	112	Drama,Fantasy,Horror	tt3398436	5	Final Girl	DE	\N	\N	segment title	0
tt3398436	movie	German Angst	German Angst	0	2015	\N	112	Drama,Fantasy,Horror	tt3398436	6	Немецкий страх	RU	\N	\N	\N	0
tt3398436	movie	German Angst	German Angst	0	2015	\N	112	Drama,Fantasy,Horror	tt3398436	7	Make a Wish	DE	\N	\N	segment title	0
tt3398436	movie	German Angst	German Angst	0	2015	\N	112	Drama,Fantasy,Horror	tt3398436	8	Alraune	DE	\N	\N	segment title	0
tt3419880	movie	The Eye of Silence	The Eye of Silence	0	2016	\N	95	Drama,Fantasy,Horror	tt3419880	1	The Eye of Silence	FR	\N	\N	\N	0
tt3466248	movie	How to Save Us	How to Save Us	0	2014	\N	78	Drama,Fantasy,Horror	tt3466248	1	How to Save Us	US	\N	\N	\N	0
tt3476920	tvEpisode	In Vain	In Vain	0	2014	\N	46	Drama,Fantasy,Horror	tt3476920	1	In Vain	US	\N	\N	\N	0
tt3480662	movie	Flay	Flay	0	2017	\N	94	Drama,Fantasy,Horror	tt3480662	1	Flay	US	\N	\N	\N	0
tt3480662	movie	Flay	Flay	0	2017	\N	94	Drama,Fantasy,Horror	tt3480662	2	Flay	\N	\N	original	\N	1
tt3480662	movie	Flay	Flay	0	2017	\N	94	Drama,Fantasy,Horror	tt3480662	3	Slender	US	\N	working	\N	0
tt3488940	tvEpisode	The Stone Child	The Stone Child	0	2014	\N	46	Drama,Fantasy,Horror	tt3488940	1	The Stone Child	US	\N	\N	\N	0
tt3489184	tvSeries	Constantine	Constantine	0	2014	2015	43	Drama,Fantasy,Horror	tt3489184	10	Κόνσταντιν	GR	\N	\N	\N	0
tt3489184	tvSeries	Constantine	Constantine	0	2014	2015	43	Drama,Fantasy,Horror	tt3489184	11	Константин	RU	\N	\N	\N	0
tt3489184	tvSeries	Constantine	Constantine	0	2014	2015	43	Drama,Fantasy,Horror	tt3489184	1	Constantine	AU	\N	imdbDisplay	\N	0
tt3489184	tvSeries	Constantine	Constantine	0	2014	2015	43	Drama,Fantasy,Horror	tt3489184	2	Constantine	\N	\N	original	\N	1
tt3489184	tvSeries	Constantine	Constantine	0	2014	2015	43	Drama,Fantasy,Horror	tt3489184	3	Konstantinas	LT	\N	imdbDisplay	\N	0
tt3489184	tvSeries	Constantine	Constantine	0	2014	2015	43	Drama,Fantasy,Horror	tt3489184	4	Constantine	AR	\N	imdbDisplay	\N	0
tt3489184	tvSeries	Constantine	Constantine	0	2014	2015	43	Drama,Fantasy,Horror	tt3489184	5	Костянтин	UA	\N	\N	\N	0
tt3489184	tvSeries	Constantine	Constantine	0	2014	2015	43	Drama,Fantasy,Horror	tt3489184	6	Константин	MK	\N	\N	\N	0
tt3489184	tvSeries	Constantine	Constantine	0	2014	2015	43	Drama,Fantasy,Horror	tt3489184	7	Constantine	RO	\N	imdbDisplay	\N	0
tt3489184	tvSeries	Constantine	Constantine	0	2014	2015	43	Drama,Fantasy,Horror	tt3489184	8	Constantine	IN	en	imdbDisplay	\N	0
tt3489184	tvSeries	Constantine	Constantine	0	2014	2015	43	Drama,Fantasy,Horror	tt3489184	9	Constantine	US	\N	imdbDisplay	\N	0
tt3503962	short	Snowflake	Snowflake	0	2014	\N	18	Drama,Fantasy,Horror	tt3503962	1	Snowflake	CA	\N	\N	\N	0
tt3516712	tvEpisode	Nobody Knows the Trubel I've Seen	Nobody Knows the Trubel I've Seen	0	2014	\N	43	Drama,Fantasy,Horror	tt3516712	1	Nobody Knows the Trubel I've Seen	US	\N	\N	\N	0
tt3527518	tvEpisode	House Hunting	House Hunting	0	2014	\N	44	Drama,Fantasy,Horror	tt3527518	1	House Hunting	US	\N	\N	\N	0
tt3528852	movie	Eroddity(s)	Eroddity(s)	0	2014	\N	70	Drama,Fantasy,Horror	tt3528852	1	Eroddity(s)	\N	\N	original	\N	1
tt3528852	movie	Eroddity(s)	Eroddity(s)	0	2014	\N	70	Drama,Fantasy,Horror	tt3528852	2	Fantasmatique	FR	\N	imdbDisplay	\N	0
tt3528852	movie	Eroddity(s)	Eroddity(s)	0	2014	\N	70	Drama,Fantasy,Horror	tt3528852	3	Eroddity(s)	US	\N	\N	\N	0
tt3532618	tvEpisode	I'll Remember	I'll Remember	0	2014	\N	42	Drama,Fantasy,Horror	tt3532618	1	I'll Remember	US	\N	\N	\N	0
tt3532624	tvEpisode	Rebirth	Rebirth	0	2014	\N	42	Drama,Fantasy,Horror	tt3532624	1	Rebirth	US	\N	\N	\N	0
tt3547464	movie	Mana	Mana	0	2014	\N	105	Drama,Fantasy,Horror	tt3547464	1	Mana	\N	\N	original	\N	1
tt3547464	movie	Mana	Mana	0	2014	\N	105	Drama,Fantasy,Horror	tt3547464	2	The Inheritance	PH	en	imdbDisplay	\N	0
tt3551036	tvEpisode	Survivors	Survivors	0	2014	\N	45	Drama,Fantasy,Horror	tt3551036	1	Survivors	US	\N	\N	\N	0
tt3562538	tvEpisode	My Fair Wesen	My Fair Wesen	0	2014	\N	43	Drama,Fantasy,Horror	tt3562538	1	My Fair Wesen	US	\N	\N	\N	0
tt3572556	tvEpisode	The Inheritance	The Inheritance	0	2014	\N	43	Drama,Fantasy,Horror	tt3572556	1	The Inheritance	US	\N	\N	\N	0
tt3572558	tvEpisode	Blond Ambition	Blond Ambition	0	2014	\N	43	Drama,Fantasy,Horror	tt3572558	1	Blond Ambition	US	\N	\N	\N	0
tt3573802	tvEpisode	Lies	Lies	0	2014	\N	45	Drama,Fantasy,Horror	tt3573802	1	Lies	US	\N	\N	\N	0
tt3602794	tvSeries	Judas Goat	Judas Goat	0	2014	\N	\N	Drama,Fantasy,Horror	tt3602794	1	Judas Goat	GB	\N	\N	\N	0
tt3603160	tvEpisode	Our Own Private America	Our Own Private America	0	2014	\N	45	Drama,Fantasy,Horror	tt3603160	1	Our Own Private America	US	\N	\N	\N	0
tt3606486	movie	Four Magpies	Four Magpies	0	2014	\N	86	Drama,Fantasy,Horror	tt3606486	1	Four Magpies	US	\N	\N	\N	0
tt3618346	tvEpisode	The Red Rose and the Briar	The Red Rose and the Briar	0	2014	\N	43	Drama,Fantasy,Horror	tt3618346	1	The Red Rose and the Briar	US	\N	\N	\N	0
tt3625970	video	Dark Dungeons	Dark Dungeons	0	2014	\N	40	Drama,Fantasy,Horror	tt3625970	1	Dark Dungeons	US	\N	\N	\N	0
tt3630918	movie	Made Me Do It	Made Me Do It	0	2017	\N	90	Drama,Fantasy,Horror	tt3630918	1	Made Me Do It	US	\N	\N	\N	0
tt3638706	tvEpisode	Departures	Departures	0	2014	\N	48	Drama,Fantasy,Horror	tt3638706	1	Departures	US	\N	\N	\N	0
tt3644674	short	Stitched	Stitched	0	2014	\N	7	Drama,Fantasy,Horror	tt3644674	1	Stitched	GB	\N	\N	\N	0
tt3669050	tvEpisode	Children, Be Afraid	Children, Be Afraid	0	2014	\N	46	Drama,Fantasy,Horror	tt3669050	1	Children, Be Afraid	US	\N	\N	\N	0
tt3672418	short	Should the Day Ever Come	Se o Dia Chegar	0	2014	\N	10	Drama,Fantasy,Horror	tt3672418	1	Se o Dia Chegar	\N	\N	original	\N	1
tt3672418	short	Should the Day Ever Come	Se o Dia Chegar	0	2014	\N	10	Drama,Fantasy,Horror	tt3672418	2	Should the Day Ever Come	XWW	en	imdbDisplay	\N	0
tt3672418	short	Should the Day Ever Come	Se o Dia Chegar	0	2014	\N	10	Drama,Fantasy,Horror	tt3672418	3	Se o Dia Chegar	PT	\N	\N	\N	0
tt3699524	tvEpisode	L'enfant	L'enfant	0	2015	\N	51	Drama,Fantasy,Horror	tt3699524	1	L'enfant	FR	\N	\N	\N	0
tt3703116	short	Penelope: Once Upon a Time in the Woods	Penelope: Once Upon a Time in the Woods	0	2014	\N	10	Drama,Fantasy,Horror	tt3703116	1	Penelope: Once Upon a Time in the Woods	US	\N	\N	\N	0
tt3708374	short	Marcy	Marcy	0	2014	\N	22	Drama,Fantasy,Horror	tt3708374	1	Marcy	US	\N	\N	\N	0
tt3710938	movie	Alone in the Dead of Night	Alone in the Dead of Night	0	2017	\N	95	Drama,Fantasy,Horror	tt3710938	1	Alone in the Dead of Night	\N	\N	original	\N	1
tt3710938	movie	Alone in the Dead of Night	Alone in the Dead of Night	0	2017	\N	95	Drama,Fantasy,Horror	tt3710938	2	Alone in the Dead of Night	US	\N	\N	\N	0
tt3727294	tvEpisode	Cat and Mouse	Cat and Mouse	0	2014	\N	44	Drama,Fantasy,Horror	tt3727294	1	Cat and Mouse	US	\N	\N	\N	0
tt3734428	tvMiniSeries	Strange Aeons	Strange Aeons	0	2014	2015	30	Drama,Fantasy,Horror	tt3734428	1	Strange Aeons	AU	\N	\N	\N	0
tt3745960	short	The Picnic	The Picnic	0	2014	\N	15	Drama,Fantasy,Horror	tt3745960	1	The Picnic	CA	\N	\N	\N	0
tt3752766	movie	Mermaid's Song	Charlotte's Song	0	2015	\N	88	Drama,Fantasy,Horror	tt3752766	1	Charlotte's Song	CA	\N	\N	\N	0
tt3752766	movie	Mermaid's Song	Charlotte's Song	0	2015	\N	88	Drama,Fantasy,Horror	tt3752766	2	Śpiew Charlotty	PL	\N	\N	\N	0
tt3752766	movie	Mermaid's Song	Charlotte's Song	0	2015	\N	88	Drama,Fantasy,Horror	tt3752766	3	Charlotte's Song	\N	\N	original	\N	1
tt3752766	movie	Mermaid's Song	Charlotte's Song	0	2015	\N	88	Drama,Fantasy,Horror	tt3752766	4	Mermaid's Song	US	\N	imdbDisplay	\N	0
tt3752766	movie	Mermaid's Song	Charlotte's Song	0	2015	\N	88	Drama,Fantasy,Horror	tt3752766	5	The Little Mermaid	CA	en	working	\N	0
tt3752766	movie	Mermaid's Song	Charlotte's Song	0	2015	\N	88	Drama,Fantasy,Horror	tt3752766	6	Mermaid's Curse	GB	\N	dvd	\N	0
tt3752766	movie	Mermaid's Song	Charlotte's Song	0	2015	\N	88	Drama,Fantasy,Horror	tt3752766	7	Charlotte dala	HU	\N	imdbDisplay	\N	0
tt3752766	movie	Mermaid's Song	Charlotte's Song	0	2015	\N	88	Drama,Fantasy,Horror	tt3752766	8	Cântecul lui Charlotte	RO	\N	imdbDisplay	\N	0
tt3752766	movie	Mermaid's Song	Charlotte's Song	0	2015	\N	88	Drama,Fantasy,Horror	tt3752766	9	Done Four Productions' Charlotte's Song	\N	\N	\N	complete title	0
tt3754302	short	Catwalk of Hollywood	Catwalk of Hollywood	0	2014	\N	23	Drama,Fantasy,Horror	tt3754302	1	Catwalk of Hollywood	US	\N	\N	\N	0
tt3754904	tvEpisode	Alive and Kicking	Alive and Kicking	0	2014	\N	42	Drama,Fantasy,Horror	tt3754904	1	Alive and Kicking	US	\N	\N	\N	0
tt3778876	short	The Prayer	The Prayer	0	2015	\N	5	Drama,Fantasy,Horror	tt3778876	1	The Prayer	US	\N	\N	\N	0
tt3787860	tvEpisode	Every Mother's Son	Every Mother's Son	0	2014	\N	42	Drama,Fantasy,Horror	tt3787860	1	Every Mother's Son	US	\N	\N	\N	0
tt3787864	tvEpisode	Live and Let Die	Live and Let Die	0	2014	\N	42	Drama,Fantasy,Horror	tt3787864	1	Live and Let Die	US	\N	\N	\N	0
